region,age,education_level,gender,marital_status,dependents_count,household_income_sources,employment_type,mpesa_monthly_transactions,utility_payment_timeliness,farm_size_acres,soil_quality_index,farming_years,crop_type_current,past_crop_performance_index,agroclimatic_zone,rainfall_forecast_next_90d,historical_drought_risk,cooperative_member,mobile_advisory_usage,loan_default_past,input_use_history,has_insurance_before,willing_to_subscribe_insurance
Kiambu,65.87145176427656,Primary,Female,Married,0.8444108535024775,"['Livestock', 'None']",Full-time,7493.474488176333,0.7042726432711204,0.5683934906608609,0.2765416863569565,3.870167358618609,Beans,0.6690490813166923,Narok_Z1,390.2296323590194,0.9682732065429924,False,True,True,Regular,False,False
Kiambu,24.20654413240296,Tertiary,Female,Single,0.077630172999672,"['Small Business', 'Remittance']",Casual,17536.398251919076,0.997700559184596,2.5279394470732144,0.7574492735127938,13.065322925848236,Kale,0.6519243349962107,Kitale_Z1,137.3034279083932,0.2641377997724825,False,True,True,Regular,True,True
Kiambu,20.11892067832008,Secondary,Female,Married,5.109293434333652,"['Small Business', 'Livestock']",Full-time,11573.391453026006,0.6011849811245858,3.5737341391599404,0.1943040658586867,7.390759270432102,Maize,0.4050244859295704,Embu_Z3,195.7381289927038,0.9611013521826344,False,True,False,Regular,False,True
Kiambu,46.73279865924795,Tertiary,Female,Married,4.927726514269272,"['None', 'Small Business']",Full-time,13780.34713577865,0.5270901964017825,4.1813395745937525,0.2876209441674696,4.150768816562595,Kale,0.6193966257275325,Kiambu_Z2,289.8148816899541,0.4465039627642672,True,True,False,Irregular,False,False
Kiambu,23.22055336333644,Secondary,Male,Married,0.8954049872317562,"['None', 'Small Business']",Full-time,8098.176373162384,0.7120838181227501,3.828991402449682,0.6067088190333353,17.459066849709924,Kale,0.2278265410893007,Kisumu_Z2,295.9859312772983,0.1696409065409511,False,False,True,Regular,True,True
Kiambu,24.76533624814436,Tertiary,Male,Married,0.0665964767669329,"['Livestock', 'Small Business']",Full-time,11687.910083824549,0.6698036448388817,4.464108179814415,0.2801856695269697,19.88777656421979,Beans,1.006956421103632,Kiambu_Z3,191.4975716546919,0.3395848027296217,False,True,True,Irregular,True,True
Embu,42.31625798936751,Secondary,Female,Widowed,0.0166711343028062,"['None', 'Small Business']",Unemployed,7876.654385862298,0.4414926942799382,4.220798905392615,0.2022997606550972,2.140469966291471,Maize,0.9651207348929188,Narok_Z2,72.22145178556858,0.9243553827155482,False,True,True,Regular,True,True
Kitale,24.430480925693605,Secondary,Male,Single,4.141365899484566,"['Remittance', 'Livestock']",Full-time,5314.971731508277,0.8846196320459907,1.7888641098011389,0.1262092020776997,19.26036002237737,Beans,0.9776713565742244,Narok_Z1,182.0675122492216,1.03458917583562,False,True,False,Regular,False,True
Narok,20.204760224118964,Secondary,Female,Single,6.237817512105804,"['Livestock', 'Small Business']",Self-employed,8699.00151910846,0.9598700206272788,3.7352576843428,0.7206992504868827,3.066527699598833,Beans,0.596611278164849,Narok_Z1,149.5343766001254,0.7498717965933178,False,True,True,Irregular,True,False
Embu,61.266338951302,Primary,Female,Single,2.7937407606141424,"['None', 'Remittance']",Self-employed,8761.300273933592,0.8973699874758911,4.356072706538442,0.5423145373727215,4.485589401565977,Kale,0.6652530705304446,Narok_Z1,126.52885793779107,0.1932387510415599,False,True,False,Regular,True,True
Kisumu,60.8857859470991,Secondary,Female,Widowed,0.9674473910046504,"['Livestock', 'Small Business']",Self-employed,2177.144786249581,0.8221050691437113,4.134523335740355,0.1219068344004414,3.89065309363464,Kale,1.013271398034307,Kisumu_Z1,189.25874556437685,0.4696651201402649,False,True,False,Regular,True,True
Kitale,18.21653703030829,Secondary,Male,Widowed,3.0202599631730074,"['Small Business', 'Remittance']",Self-employed,7145.289319194536,0.4972100814801545,4.760534368219566,0.7292272662028797,3.8675341192929,Kale,0.7647371013063958,Kiambu_Z3,363.3101273521638,0.9381104435281644,True,False,True,Irregular,True,False
Narok,25.51954918980053,Primary,Female,Single,5.959245127646277,"['Livestock', 'Small Business']",Casual,7279.003470398333,0.4621452544604044,0.4554189000105619,0.1686052462115267,4.432575575592285,Sorghum,0.2919265154358923,Kitale_Z2,305.18773162008495,0.1772751906736585,False,True,False,Regular,True,True
Embu,17.0942771110216,Primary,Female,Married,4.28578209282882,"['None', 'Small Business']",Full-time,11252.278630985766,0.6872281962483338,3.414758435046564,0.6204550778489925,22.32979417207121,Tomatoes,0.5491837063410511,Narok_Z1,124.4802334178159,0.9952454283369672,False,False,False,Regular,True,False
Narok,20.82342561516053,Tertiary,Female,Married,4.021346199455125,"['Remittance', 'Livestock']",Self-employed,3239.994627402675,0.8823983132251577,3.7901777189712926,0.3323636439584003,6.33879587709202,Maize,0.8069294914965638,Kiambu_Z2,302.6624465761948,0.704721464187706,True,True,True,Regular,True,False
Kiambu,22.917621168591985,Primary,Male,Single,1.9800897635322032,"['Livestock', 'Remittance']",Self-employed,15525.17238067894,0.7733172937995604,1.3204080513912957,0.7442589868491316,21.50002549320135,Maize,0.8270357138742138,Kiambu_Z1,181.8635356839441,0.9429569174275414,False,False,True,Regular,True,False
Kitale,63.46146471350588,Secondary,Female,Widowed,-0.0379852299702604,"['Small Business', 'Livestock']",Full-time,9429.350145581397,0.6750642931070443,2.308689046956258,0.3301026438519523,4.140573668871232,Beans,0.94767589126286,Kisumu_Z1,292.32624210204915,0.8217470956231082,False,False,True,Irregular,False,False
Kitale,23.51253074491986,Secondary,Female,Widowed,1.0847032976998765,"['None', 'Small Business']",Self-employed,18670.31508218545,0.6752587816781952,3.62406227742828,0.5665781010941898,16.346195362167595,Kale,0.4998002164653707,Narok_Z1,367.13331576727467,0.7658708637417984,False,False,True,Regular,False,False
Kiambu,42.471463669065486,Primary,Female,Widowed,0.7260507317243158,"['Livestock', 'Small Business']",Casual,3710.793810499928,0.8032786981529461,4.277064900585053,0.2801760093428585,2.146127269957756,Beans,0.3880756410675497,Narok_Z1,295.51919678299345,0.8610043437645181,False,True,False,Regular,True,False
Kitale,33.38773108724782,Primary,Female,Married,6.072363199383565,"['Livestock', 'Remittance']",Full-time,5235.262745109593,0.8726393859018968,3.899033036501266,0.1907134874821435,21.94429861285597,Beans,0.3293624314120455,Kiambu_Z3,141.36980372501736,1.0727765023810942,False,False,True,Regular,True,True
Narok,62.62943854309065,Secondary,Female,Widowed,3.1547439393628163,"['None', 'Livestock']",Self-employed,19770.477418943232,0.4460513621758213,4.106264915196387,0.4508063046702131,0.1746059205940346,Sorghum,1.029048011622656,Kiambu_Z3,379.939393707092,0.9927099807098844,True,True,False,Regular,True,False
Kiambu,33.05549687927151,Secondary,Male,Married,3.227841726248384,"['Remittance', 'Livestock']",Casual,13651.73861228715,0.5380715944383824,4.808304617618548,0.5902905986807314,25.091397046264973,Tomatoes,0.5972305669644586,Kiambu_Z3,362.5488192444881,0.0822792595390727,False,False,True,Regular,False,False
Kiambu,60.75107548718779,Secondary,Male,Married,0.2532483682019423,"['Remittance', 'Small Business']",Full-time,1836.0113184250567,0.9582575764800838,2.439808439797874,0.5818431502509738,16.83141024244066,Tomatoes,0.9396873153990212,Narok_Z2,185.1243570884897,0.4290424271044575,False,True,True,Regular,True,False
Embu,21.162663141463696,Secondary,Male,Widowed,1.0585079036167764,"['None', 'Livestock']",Casual,4822.244758432669,0.9015136919891028,4.6718031084295815,0.5960930781726554,24.070296531888896,Beans,1.005641282002679,Kitale_Z1,180.54373940267376,0.8889200434881439,False,True,False,Irregular,False,True
Kisumu,60.26004562209776,Primary,Male,Single,2.809658584935301,"['Remittance', 'Small Business']",Self-employed,4788.1950865319295,0.8876994311576641,4.548102095796796,0.0996336975403786,3.8951188377499815,Maize,1.0085185115416857,Kiambu_Z2,169.55258049040333,0.1057106012562105,False,True,False,Regular,True,True
Kiambu,25.74744548607297,Secondary,Female,Single,4.0139469680034106,"['Livestock', 'Small Business']",Self-employed,6133.10106564669,0.9381665495514748,4.76702828142381,0.5616608440481119,24.18144405736758,Beans,0.4935570634827042,Kitale_Z2,168.55182901998262,1.0516711201303413,False,False,True,Irregular,True,False
Kiambu,59.872405547193736,Primary,Female,Single,2.81963332671754,"['Livestock', 'Remittance']",Self-employed,7169.35445317489,0.6614765023088187,2.3448246382489315,0.4750843325840502,4.238294336746491,Sorghum,0.8334957803768421,Kiambu_Z1,153.06456112101552,0.2475449983184787,False,False,False,Regular,False,False
Embu,48.17207193912907,Primary,Male,Married,0.8858319131189764,"['Small Business', 'Remittance']",Full-time,8145.383415817427,0.6111010537908456,2.059023725665297,0.1546730646104008,19.913195499470124,Maize,0.9078344246761476,Kitale_Z1,187.1461822180948,0.1342143711259541,False,True,True,Irregular,False,False
Kitale,48.08614871059069,Secondary,Female,Married,2.8529383672468667,"['None', 'Livestock']",Self-employed,2520.72179582083,0.7083038686448255,4.055369413986772,0.4210438451433653,16.682425632698983,Kale,0.7172716272557248,Embu_Z1,294.65014440452245,0.6432414682847069,False,False,False,Irregular,False,True
Kisumu,30.79287712114817,Tertiary,Male,Single,3.1755124644975843,"['Livestock', 'Small Business']",Self-employed,1644.8677853662834,0.6188477700073136,4.465184934805654,0.6174971204150032,19.890197096638268,Beans,0.2774815752882871,Kisumu_Z1,76.00618056832502,0.7403416704513128,False,False,False,Regular,False,False
Kisumu,43.79978217047024,Secondary,Female,Widowed,2.8966820006583003,"['None', 'Remittance']",Unemployed,19643.7076270873,0.907839370046102,3.912219821503808,0.4704106338179088,16.995280562290212,Maize,0.6707721410647974,Kitale_Z3,190.5374784251956,0.1550940202766825,False,True,True,Regular,True,False
Kitale,17.050717123875266,Primary,Male,Widowed,3.1284765253740408,"['Remittance', 'Small Business']",Casual,8042.077859714416,0.9383246566349766,4.084338472373373,0.6230018492914104,4.818972737195038,Beans,0.5881796689667201,Kisumu_Z1,191.70545573055625,0.4790119854137183,False,True,True,Regular,False,False
Kiambu,65.52854068606861,Secondary,Male,Single,0.9136319892085104,"['Small Business', 'Remittance']",Casual,3987.742946591394,0.4428606871423184,3.25570082775649,0.3144926783526806,20.01629104011981,Kale,0.8671790386654751,Narok_Z1,136.38624092367004,1.0004469872578508,True,False,False,Regular,False,False
Kiambu,46.15494308660149,Primary,Female,Married,6.088637006387901,"['None', 'Remittance']",Full-time,18267.77088390645,0.9163994572691102,4.128268705953092,0.4012346831962657,1.2034643008553263,Beans,0.7797974448318753,Kiambu_Z3,105.73105192783324,0.9140501512641042,False,False,False,Regular,True,True
Embu,62.13460073133041,Secondary,Female,Married,1.975531836582119,"['Small Business', 'Remittance']",Full-time,6011.396748728819,0.4032818485033729,4.064034618331774,0.4886596798542372,2.561809780567479,Kale,0.4179502722478618,Narok_Z1,196.6150726344032,0.261381219290864,False,False,True,Regular,False,True
Kisumu,40.020369764621535,Secondary,Female,Married,-0.0221982720937837,"['None', 'Livestock']",Full-time,18762.83391828888,0.6679259559718647,1.1594253602236737,0.3294726924154994,0.8560030020738805,Maize,0.9463915686476284,Kitale_Z1,143.7180210601942,0.6873867067334812,False,False,True,Regular,True,True
Kisumu,61.82285155876196,Secondary,Female,Married,3.118535294278265,"['Small Business', 'Remittance']",Self-employed,1995.611448935946,0.975650478352586,4.295151732526305,0.1850142793507814,12.946368193774212,Kale,0.8606319803402463,Kitale_Z1,357.5811675115635,0.4435263425802452,True,True,False,Regular,True,True
Embu,24.410579765662447,Secondary,Female,Widowed,0.9091372170644728,"['Remittance', 'Livestock']",Casual,15262.706021545204,0.4468907899525295,1.484140112655922,0.6134959826051488,4.498806817250839,Tomatoes,0.608999320103773,Kiambu_Z3,109.41194242440253,0.2886017466227145,True,True,True,Regular,True,False
Kiambu,45.880608847108284,Secondary,Female,Widowed,2.80470201650596,"['Livestock', 'Small Business']",Unemployed,1783.5893768463163,0.8318026585125164,3.781645130061609,0.5720785088941215,4.014250331483783,Beans,0.2866531537631626,Kiambu_Z3,113.87996784424357,0.1066338789195913,False,False,False,Regular,False,True
Narok,24.6820656714272,Tertiary,Female,Widowed,-0.0944076423888214,"['None', 'Small Business']",Full-time,1093.4971224463295,0.7146285160672781,3.946295489417454,0.3062649610634674,8.9858118341753,Tomatoes,0.3708749260526315,Kisumu_Z2,189.7821021763796,0.0773650210413436,False,True,True,Irregular,True,True
Kisumu,16.931146256786334,Secondary,Female,Widowed,2.9329631791235267,"['None', 'Small Business']",Full-time,16443.16829541856,0.4769926445964402,0.7382563745997117,0.2931476161323914,13.475580353168588,Tomatoes,0.6958348485906682,Narok_Z2,397.0097072757783,0.5635056802603304,False,False,True,Regular,True,False
Kiambu,48.28523468108506,Secondary,Male,Married,5.91307802234413,"['Remittance', 'Livestock']",Self-employed,17288.815411369775,0.923801092768979,2.430427260009489,0.3521379052119845,13.083151864533477,Maize,0.7892423210422749,Narok_Z1,189.2433859503092,0.9531211751444814,False,True,True,Regular,True,False
Kiambu,19.106625119372225,Secondary,Female,Widowed,3.3583368265589413,"['Small Business', 'Livestock']",Self-employed,8650.884746925347,0.5790526177095515,4.037017124878217,0.4310319004081476,19.506913623714365,Beans,0.5592408520315991,Kiambu_Z1,188.9398641375484,0.1214553800574007,False,True,True,Regular,False,True
Kiambu,21.906084449623982,Secondary,Male,Widowed,5.840315553749954,"['Remittance', 'Livestock']",Full-time,3983.642223763364,0.5133871605736794,2.124874799125547,0.2396675041886525,1.0198873959093986,Tomatoes,1.1360290561617916,Kiambu_Z3,188.9641164675899,0.6255189061855999,True,False,False,Regular,True,True
Embu,61.92457811609588,Secondary,Male,Married,2.2619663636630154,"['Livestock', 'Remittance']",Full-time,5035.961483992506,0.953383213451278,0.9255825228472044,0.3587495561772404,21.681558007204973,Beans,0.9506593766002251,Kitale_Z2,282.4207359417869,1.0352238196362804,False,False,False,Irregular,False,True
Kiambu,64.09021190740651,Secondary,Female,Married,1.0591516279018047,"['Small Business', 'Livestock']",Casual,2911.0035093955985,0.8713793678051593,3.7129919477859694,0.2415542545540252,8.440754019775516,Sorghum,0.7971422250145916,Kisumu_Z1,189.5254611624105,1.00329953494483,False,True,False,Regular,True,False
Embu,62.62584104373333,Secondary,Female,Widowed,4.094327123258848,"['None', 'Small Business']",Casual,2087.2036050962047,0.5631160063075374,4.9018870276634905,0.5510520253856539,8.080566441876057,Beans,0.8249182501452367,Kisumu_Z1,136.10177845802633,0.9126013719904832,False,True,True,Regular,False,True
Kisumu,60.08411841777191,Tertiary,Male,Widowed,3.147901492453852,"['Livestock', 'Small Business']",Casual,7914.1039208463935,0.844279477918982,4.387420169125808,0.6133851487154359,25.49544928406385,Beans,0.5990922141595333,Kitale_Z2,151.52652762156146,0.9293622354608378,False,False,True,Regular,True,True
Narok,30.71568424931739,Secondary,Male,Married,3.0737644915201154,"['Remittance', 'Livestock']",Full-time,5659.798859604478,0.7468854522131075,1.9770042827333525,0.1568181792997154,22.38625576687512,Kale,0.4742001976120787,Narok_Z1,295.0880009659813,0.5051501781903014,False,True,True,Regular,True,True
Embu,22.33501533373214,Primary,Male,Married,-0.3362953650116659,"['Livestock', 'Small Business']",Casual,13917.89668916643,0.9849905467903416,4.795677718548776,0.3889458890674853,17.044481411654868,Beans,0.3660768822117079,Kiambu_Z1,174.73636195020907,0.1713195662013401,False,True,True,Regular,False,False
Embu,29.843994304858164,Tertiary,Female,Single,2.9815155657079537,"['None', 'Small Business']",Casual,16021.053197152349,0.5393978750730699,3.758950172529533,0.2417266936768817,25.82560263385863,Beans,0.7790716629785865,Embu_Z3,179.83521801159782,0.6159319926697109,True,True,True,Regular,True,True
Narok,20.17924953279269,Secondary,Male,Single,2.8126207319837784,"['None', 'Remittance']",Full-time,3795.846110551922,0.8058064190955452,3.80445429216459,0.5349018571943681,4.1775537412233295,Beans,0.4560202210977595,Kitale_Z2,295.9303574454729,0.0611525289405762,False,True,True,Regular,False,False
Narok,49.00705606210228,Secondary,Male,Married,0.9934595288154996,"['Livestock', 'Remittance']",Casual,12185.207502757185,0.5970574497659176,1.5042943536288136,0.3455585262891217,17.0121876688346,Beans,0.9209453826179704,Kisumu_Z1,182.0615921337304,0.5177321421112128,False,False,True,Regular,False,True
Kiambu,65.08758731637776,Primary,Male,Single,0.0486113712114089,"['None', 'Small Business']",Unemployed,19800.628325263715,0.9429767654809764,3.864309988353768,0.0874528976212207,21.925246318818854,Beans,0.8163710517028089,Kiambu_Z2,146.11739600834102,0.166343879984658,False,True,False,Regular,True,True
Kiambu,45.979232032013535,Primary,Female,Married,1.081342713017701,"['None', 'Small Business']",Full-time,1866.9821942258293,0.9530020558422964,2.608836548166491,0.2607735310053606,16.151972423877975,Maize,0.8863219787045048,Embu_Z3,187.8165472729285,0.6989284703816163,False,True,True,Regular,False,True
Embu,19.18454189926888,Secondary,Female,Single,0.1344452963669716,"['Livestock', 'None']",Casual,13206.652556172596,0.7662706994741166,4.528901384404658,0.3042278162074894,20.135327644297416,Beans,0.4576544601757959,Kiambu_Z3,179.38534895763536,0.2205261175447241,False,True,True,Regular,False,True
Kitale,24.79322465545369,Secondary,Male,Single,0.0019068508506274,"['Remittance', 'Livestock']",Casual,2163.855086662777,0.7950556804076137,1.604493887860266,0.2762910589008795,20.41049306174398,Tomatoes,0.6624512203673226,Kisumu_Z1,114.22967291825634,0.845591518227898,False,True,False,Regular,True,True
Narok,62.543905710120605,Secondary,Female,Single,2.0094374696649524,"['None', 'Small Business']",Self-employed,1402.0282612998712,0.4929365830330064,4.476744124641376,0.5969225793359503,13.47532207913185,Kale,0.7202447832792407,Kitale_Z2,184.1316991236261,0.8654237621474704,True,True,True,Irregular,True,True
Narok,23.676811337523613,Tertiary,Male,Married,2.745010570913478,"['None', 'Remittance']",Casual,12172.245381739718,0.7878801608580019,3.975877651469532,0.5873102172701099,4.347838463647102,Sorghum,0.9618537095863116,Kiambu_Z3,108.37534677812954,0.9630747395072232,False,True,False,Regular,True,True
Kitale,45.45922777416316,Secondary,Female,Widowed,1.2092944694592034,"['Livestock', 'Small Business']",Self-employed,7687.790400045746,0.98661493606562,3.4766309932979302,0.2361279326697544,17.23686786531791,Maize,0.6473958310279464,Kisumu_Z1,144.34651716523018,0.9387474476960704,False,True,False,Regular,True,True
Embu,43.86668599700265,Secondary,Male,Married,3.293688649753995,"['None', 'Small Business']",Full-time,9358.544312594446,0.4358416903324139,4.800802048956973,0.4001974413310654,20.10819915015721,Beans,1.0481696913953469,Narok_Z2,196.4335429847728,0.7203418028923185,False,False,True,Irregular,True,True
Narok,27.73294450427919,Primary,Female,Widowed,0.0370869805400297,"['Livestock', 'Small Business']",Casual,17670.32607051043,0.7884063116345386,3.4759341566733206,0.2093063204109964,4.514242572850359,Beans,0.3870040173538134,Embu_Z1,190.66899005978107,0.6479424094304853,False,True,True,Regular,False,False
Narok,65.71590331647111,Tertiary,Female,Married,1.1367809194651006,"['Livestock', 'Small Business']",Full-time,13845.54073602944,0.6929584623452004,1.5608800937784817,0.4755761458353786,7.509992555376649,Sorghum,0.3736116620206351,Kiambu_Z3,167.71043393507702,0.5219419041641084,False,False,False,Regular,False,True
Kisumu,32.254246276275346,Secondary,Female,Single,2.915000614562951,"['None', 'Small Business']",Self-employed,11223.68195331381,0.7120926917617452,4.527128080079031,0.5962446991039246,24.481214110478103,Tomatoes,0.97270652072859,Kitale_Z2,193.66949504108936,0.9269582605674822,False,True,True,Regular,False,False
Kiambu,61.24595969377911,Tertiary,Female,Married,0.8867259146337232,"['Livestock', 'Small Business']",Full-time,16401.714823218812,0.8572863175308439,2.206839430546639,0.2537004834458508,7.8666457132713,Kale,0.6133822684546116,Embu_Z1,77.80031518425227,0.1370079983709132,False,True,True,Irregular,False,True
Kitale,62.26337154780047,Secondary,Female,Single,4.6468110974242425,"['Livestock', 'Small Business']",Unemployed,17171.936250960665,0.7469045685557777,2.0616000238936816,0.4752203382226426,19.76284635318608,Beans,0.8130901201531316,Narok_Z1,112.2191895529434,0.4886848673487728,True,True,True,Regular,True,True
Narok,33.678043652675875,Secondary,Male,Widowed,2.9872652649588223,"['Livestock', 'Small Business']",Casual,1461.1039065833957,0.9473023430049314,3.5037879552655142,0.6924686711204178,8.376749178453608,Sorghum,0.4279674808755659,Embu_Z3,171.38760748414663,0.6923068710871141,False,True,True,Irregular,False,True
Kiambu,23.061596996370675,Secondary,Female,Widowed,2.875423255656673,"['None', 'Livestock']",Full-time,9147.755697076062,0.4481903460509116,3.5790829061128826,0.436816846201507,24.748621014474622,Kale,0.9683686171332864,Kiambu_Z1,366.9866818333958,0.3643909196362074,False,False,True,Regular,True,False
Kiambu,64.74593050794776,Secondary,Female,Single,1.122459896734046,"['Small Business', 'Livestock']",Unemployed,1232.1528095879853,0.7357717924041786,2.563681957945003,0.2250024016013642,8.024109829960748,Beans,0.5745670105088856,Kiambu_Z3,303.3692122826547,0.2011148200281033,True,False,False,Regular,True,True
Kiambu,60.67251018774751,Tertiary,Male,Married,4.881407206089064,"['Small Business', 'Remittance']",Full-time,3198.0332811092035,0.4739811760577328,2.1283251070736866,0.2777843785700694,2.246847081680953,Maize,0.9139756829784856,Embu_Z1,275.80882651113444,0.9373469703355698,False,True,False,Regular,True,False
Kitale,36.35718116597769,Secondary,Female,Widowed,1.0653204546053736,"['Livestock', 'None']",Self-employed,7937.502036358574,0.9154943166837568,4.893703773142232,0.353266371576545,19.13168766089251,Beans,0.4784709714438018,Embu_Z2,181.1941763254312,0.8184603990714894,False,True,True,Regular,True,True
Kitale,33.138551328592186,Primary,Male,Widowed,3.171279417405709,"['None', 'Small Business']",Full-time,8851.268541836804,0.7506902517025096,3.5533655449633272,0.8860395964430535,17.82075001307222,Kale,0.4041063589239785,Kiambu_Z3,100.33036618431834,0.47038759633103,False,False,False,Regular,False,False
Kisumu,61.01330947914391,Tertiary,Male,Widowed,6.046401319486831,"['Small Business', 'Livestock']",Full-time,19384.822153687,0.4521071461128744,2.610496053440887,0.204043535890298,13.333994628828169,Sorghum,0.5696839685501431,Embu_Z1,278.4581777900379,0.97587274113778,True,True,True,Regular,True,False
Narok,19.34209991347749,Secondary,Female,Married,3.0664520046446286,"['Livestock', 'Small Business']",Full-time,1794.3506753995248,0.4579335235695119,0.4682828145957587,0.8989681216699626,20.48321459351633,Beans,0.7477640978731852,Kiambu_Z2,144.50803769206334,1.0888272662563487,False,False,True,Regular,True,False
Embu,23.230956939254494,Secondary,Female,Married,1.1670397565714992,"['None', 'Small Business']",Self-employed,8818.987964269058,0.4008075852080274,4.050771479886096,0.3386270088614675,16.221835640815865,Sorghum,0.8029087114470127,Embu_Z3,193.46379713346903,0.5991619049632546,False,True,False,Regular,True,True
Kitale,18.4018476087746,Tertiary,Male,Married,3.1150794749574886,"['Livestock', 'Remittance']",Full-time,7315.149993641294,0.9760934769308128,4.426104749878939,0.5447204332327622,12.403795904510549,Maize,0.4501477055205917,Kitale_Z1,174.4206350619056,0.1207754557828156,True,False,False,Regular,False,False
Kiambu,45.92368581143279,Primary,Female,Married,3.947056837582645,"['Livestock', 'Remittance']",Full-time,7883.719585695043,0.8052551290928148,3.5549060618264097,0.2626111998313591,1.6712604819652288,Tomatoes,0.7367631289109046,Kiambu_Z1,191.65719019456165,0.0447751169885848,False,False,True,Regular,False,False
Narok,31.87202993361874,Primary,Female,Single,3.0728103604738743,"['None', 'Remittance']",Self-employed,9760.27330111099,0.8893908422349855,3.3170840792893155,0.6021063848582198,3.83394540808844,Maize,0.992101655132138,Embu_Z1,132.33259055652627,0.3254242264655262,True,False,True,Regular,True,False
Narok,61.94501292770597,Secondary,Female,Widowed,3.8156691943683416,"['None', 'Livestock']",Self-employed,2905.9896457594523,1.0453027230258778,3.5880060634755297,0.2056615527915024,2.647448934901994,Kale,0.972266038155674,Kiambu_Z2,76.66834751277815,0.1707652794800859,False,True,True,Regular,False,False
Kiambu,64.0,Tertiary,Female,Widowed,3.0,"['Small Business', 'Remittance']",Full-time,11311.04,0.52,3.49,0.8,22.0,Beans,0.73,Kiambu_Z2,192.1,0.83,False,False,True,Irregular,False,False
Kitale,60.40747930042405,Tertiary,Female,Married,2.112204276146452,"['None', 'Remittance']",Full-time,15777.768445138636,0.712237521802461,4.6632497816329455,0.6065187770172701,8.286884471245846,Sorghum,0.7381207499833471,Kiambu_Z3,148.81984837396362,0.7639346330924867,False,False,False,Regular,True,True
Kisumu,31.617508876047783,Primary,Male,Single,0.3090939295835198,"['None', 'Small Business']",Self-employed,2874.272101069727,0.8251919117301634,0.9175823724392892,0.3246856024955696,19.35583121991487,Kale,0.8589402635898447,Kiambu_Z3,93.22198088263008,0.1649387293592829,False,True,True,Regular,False,False
Embu,22.699599449993475,Secondary,Female,Widowed,1.131153694378366,"['None', 'Livestock']",Full-time,15541.377770487912,0.978838969749614,4.315992623520036,0.3453653965714664,18.171073084167084,Tomatoes,0.2033006782115548,Kiambu_Z3,300.4875056941705,0.7755215246807049,False,True,False,Regular,False,True
Kiambu,18.933165825319367,Secondary,Female,Married,-0.0295916285345814,"['Livestock', 'Small Business']",Full-time,11788.37203169284,0.813450095968611,0.9990515869501332,0.2257202426462713,7.658423068564045,Beans,0.9277771737533232,Embu_Z3,369.5780222721814,0.3465375273451949,False,True,True,Regular,True,True
Kiambu,33.85732162299223,Tertiary,Female,Married,4.943558570701545,"['Livestock', 'Remittance']",Full-time,7625.518201420997,0.9264400216612594,2.079435678625834,0.3484509671530014,4.076952658871665,Sorghum,0.7670784467808673,Kitale_Z2,301.9054693958521,0.1758271070721748,False,True,True,Regular,False,False
Kiambu,60.99122455878292,Primary,Female,Widowed,4.912900248451582,"['Livestock', 'Small Business']",Casual,8338.639450116747,0.599632633365612,1.742085532923361,0.3643700981599816,17.0501874847121,Beans,0.6357800167874452,Kisumu_Z2,194.0097562945392,0.1209342813609123,False,True,False,Regular,True,False
Embu,17.363420394771158,Primary,Male,Widowed,5.958259236172874,"['Livestock', 'Small Business']",Full-time,3114.516800767772,0.9992158379572696,4.509322711236351,0.5939025084340849,23.948065134782112,Tomatoes,0.3932266443637726,Kiambu_Z2,284.72498133416923,0.2224993747333013,False,True,True,Irregular,True,False
Kiambu,45.406417708972114,Secondary,Male,Widowed,0.231361657456611,"['Livestock', 'Small Business']",Casual,8065.646864539455,0.5571050850236651,0.5022502208116335,0.2730863813513235,22.48652506051552,Sorghum,0.755411997650235,Kiambu_Z1,119.19994650893304,0.9021958055323364,False,False,False,Regular,True,False
Kiambu,20.45988422353922,Primary,Male,Widowed,5.271805763722347,"['Remittance', 'Small Business']",Casual,11440.616947168626,0.645419131034553,1.3520851997382204,0.3105279709118881,4.295797209844235,Beans,0.6486935897496039,Kisumu_Z1,365.4267759563316,0.4401301888279474,False,True,False,Irregular,False,False
Narok,59.03026952756733,Primary,Female,Widowed,0.8270246882534468,"['Livestock', 'Small Business']",Self-employed,8988.803602291837,0.5947670129176821,4.029875128649861,0.4151477814466618,17.978504166852932,Beans,0.7709507577099094,Narok_Z1,135.04561193364424,0.8251460870641949,True,False,False,Irregular,True,False
Kiambu,33.55323869813715,Secondary,Male,Widowed,0.0910241577946559,"['Small Business', 'Remittance']",Self-employed,2191.46276660915,0.9233764601397052,1.480857254822208,0.6398861134561256,12.488530569961656,Beans,0.374129966085076,Kitale_Z1,123.39484391739572,0.2831397461889019,False,True,True,Regular,False,False
Narok,34.76165189259729,Tertiary,Female,Married,1.0537418825740978,"['Livestock', 'Small Business']",Unemployed,15117.162421117784,0.8731059597487504,2.353147040541537,0.1828668583187313,1.5293623629909596,Tomatoes,0.8842210084519492,Kiambu_Z3,73.76426611412452,0.8963215842382553,True,True,True,Regular,True,True
Kitale,20.231504456707214,Tertiary,Male,Widowed,-0.3408900590395122,"['Small Business', 'Livestock']",Self-employed,7680.684356761236,0.7667156254325029,3.896157454326693,0.6124729247221192,18.62071554578425,Sorghum,0.7084467692984792,Kiambu_Z3,69.06979815428849,0.1865401653687223,False,True,False,Regular,True,True
